fog_nodes,iot_tasks,cpu_limit,algorithm,fog_energy,cloud_energy,energy_saved_percent,qos_satisfaction,throughput
97,426,835,Round Robin,423.38,704.95,39.94,60.96,4.39
24,1022,100,Round Robin,417.58,547.81,23.77,68.93,42.58
33,167,389,Reinforcement Learning,299.55,568.48,47.31,63.86,5.06
28,1078,208,FCFS,193.54,342.26,43.45,97.95,38.5
86,493,876,QoS Aware Heuristic,190.76,317.83,39.98,72.51,5.73
67,1425,674,Bin Packing,285.97,463.18,38.26,60.59,21.27
78,804,559,FCFS,103.52,264.09,60.8,86.42,10.31
61,1606,365,Bin Packing,312.54,590.99,47.12,69.3,26.33
12,1737,237,FCFS,481.11,648.17,25.77,82.67,144.75
94,689,533,Round Robin,161.88,281.21,42.43,66.03,7.33
66,173,143,Bin Packing,329.34,589.98,44.18,99.36,2.62
33,707,985,FCFS,484.71,784.4,38.21,98.81,21.42
78,1350,609,QoS Aware Heuristic,444.21,656.25,32.31,86.24,17.31
21,871,361,Round Robin,440.15,552.77,20.37,88.29,41.48
70,1467,827,Bin Packing,428.74,538.44,20.37,77.04,20.96
10,713,732,Bin Packing,223.61,288.04,22.37,98.49,71.3
62,409,251,FCFS,456.25,525.57,13.19,76.95,6.6
73,672,312,Bin Packing,476.54,755.29,36.91,69.58,9.21
32,1542,333,Round Robin,298.32,372.44,19.9,64.62,48.19
66,1701,962,Reinforcement Learning,241.83,412.92,41.43,68.33,25.77
45,1773,722,FCFS,265.69,490.22,45.8,82.89,39.4
73,1130,460,QoS Aware Heuristic,233.68,496.27,52.91,69.8,15.48
86,1324,419,Bin Packing,184.97,277.79,33.41,86.17,15.4
94,1969,321,Round Robin,347.38,506.82,31.46,75.29,20.95
88,968,837,Bin Packing,325.04,437.91,25.77,95.47,11.0
45,1223,309,QoS Aware Heuristic,285.03,398.99,28.56,82.34,27.18
53,501,495,Round Robin,138.34,264.3,47.66,84.9,9.45
95,1235,682,QoS Aware Heuristic,418.76,615.54,31.97,82.26,13.0
53,169,588,Round Robin,169.97,224.11,24.16,95.42,3.19
80,631,971,Reinforcement Learning,145.82,298.01,51.07,62.54,7.89
75,1997,700,Round Robin,349.23,445.94,21.69,62.69,26.63
7,1424,873,QoS Aware Heuristic,259.46,551.24,52.93,88.07,203.43
14,148,977,FCFS,123.92,319.6,61.23,90.72,10.57
93,1240,563,Reinforcement Learning,242.23,509.25,52.43,77.34,13.33
39,1883,799,Bin Packing,408.71,507.63,19.49,74.09,48.28
84,1736,723,Reinforcement Learning,346.1,598.6,42.18,71.12,20.67
6,1911,551,Reinforcement Learning,245.11,398.81,38.54,69.38,318.5
28,563,512,Bin Packing,176.72,271.14,34.82,96.48,20.11
78,713,850,Round Robin,352.72,593.03,40.52,71.81,9.14
42,450,575,Reinforcement Learning,455.02,695.52,34.58,85.92,10.71
26,414,355,Reinforcement Learning,358.51,657.48,45.47,91.48,15.92
30,1650,249,FCFS,425.16,670.39,36.58,60.88,55.0
47,1399,226,FCFS,308.61,394.93,21.86,61.35,29.77
59,630,491,QoS Aware Heuristic,387.19,517.83,25.23,73.33,10.68
43,1706,930,Bin Packing,458.49,621.42,26.22,87.84,39.67
95,670,579,Round Robin,409.27,490.93,16.63,70.43,7.05
33,877,496,Round Robin,463.94,710.95,34.74,60.06,26.58
24,296,501,QoS Aware Heuristic,272.46,454.13,40.0,71.53,12.33
95,483,373,Round Robin,461.69,747.8,38.26,63.61,5.08
45,1166,944,Round Robin,348.63,545.96,36.14,68.78,25.91
58,1341,238,FCFS,448.02,628.74,28.74,73.33,23.12
24,664,202,Round Robin,115.75,183.61,36.96,65.12,27.67
23,992,341,Round Robin,363.14,450.48,19.39,88.25,43.13
88,1012,216,QoS Aware Heuristic,439.19,701.57,37.4,70.24,11.5
70,673,313,QoS Aware Heuristic,169.68,467.35,63.69,86.44,9.61
34,370,583,Reinforcement Learning,364.71,518.5,29.66,83.96,10.88
57,1996,628,Round Robin,429.98,682.5,37.0,95.92,35.02
38,1889,790,Round Robin,215.18,422.08,49.02,63.52,49.71
26,905,323,Round Robin,262.1,551.86,52.51,68.58,34.81
71,111,369,FCFS,327.81,437.34,25.04,94.61,1.56
10,349,924,Round Robin,307.67,493.88,37.7,92.89,34.9
83,452,960,FCFS,115.68,267.88,56.82,67.68,5.45
31,1004,233,Reinforcement Learning,139.47,324.9,57.07,64.31,32.39
14,1721,213,Bin Packing,140.19,257.4,45.54,94.25,122.93
77,1640,540,Round Robin,204.91,379.35,45.98,67.13,21.3
52,1693,743,QoS Aware Heuristic,198.35,404.55,50.97,94.84,32.56
74,1376,750,QoS Aware Heuristic,396.89,467.19,15.05,98.44,18.59
63,1843,464,Round Robin,329.1,564.85,41.74,68.83,29.25
63,302,331,FCFS,405.59,632.22,35.85,93.62,4.79
6,1807,557,QoS Aware Heuristic,127.96,398.07,67.85,76.95,301.17
33,527,474,QoS Aware Heuristic,294.09,450.55,34.73,91.55,15.97
72,1442,703,Reinforcement Learning,229.51,294.93,22.18,76.3,20.03
69,1752,878,Reinforcement Learning,439.98,605.35,27.32,62.82,25.39
87,209,710,Reinforcement Learning,383.12,467.52,18.05,88.51,2.4
30,1010,306,QoS Aware Heuristic,447.7,659.56,32.12,66.03,33.67
93,1239,619,QoS Aware Heuristic,118.57,180.35,34.26,97.08,13.32
14,254,567,Round Robin,388.33,531.83,26.98,76.71,18.14
57,1340,981,Round Robin,316.0,386.71,18.29,63.28,23.51
83,1211,542,FCFS,430.0,480.84,10.57,69.14,14.59
63,1441,420,QoS Aware Heuristic,302.86,593.0,48.93,94.5,22.87
26,1516,192,Round Robin,316.08,615.11,48.61,72.84,58.31
55,907,507,Round Robin,120.71,309.59,61.01,94.25,16.49
52,809,257,Reinforcement Learning,367.41,477.15,23.0,66.89,15.56
25,1640,971,Reinforcement Learning,209.26,487.03,57.03,78.73,65.6
26,1989,198,Reinforcement Learning,107.88,388.64,72.24,95.13,76.5
34,770,324,Bin Packing,126.57,390.2,67.56,61.94,22.65
29,1090,951,Round Robin,482.91,669.0,27.82,72.17,37.59
32,117,540,Reinforcement Learning,238.43,307.11,22.36,96.39,3.66
69,182,819,Reinforcement Learning,447.23,519.34,13.88,83.86,2.64
49,1773,684,QoS Aware Heuristic,483.87,758.02,36.17,88.65,36.18
72,968,500,Reinforcement Learning,477.31,746.27,36.04,93.69,13.44
11,479,670,QoS Aware Heuristic,452.69,611.29,25.95,80.94,43.55
53,357,898,FCFS,457.94,589.98,22.38,93.81,6.74
13,699,163,Reinforcement Learning,215.6,426.63,49.46,85.55,53.77
40,1247,867,QoS Aware Heuristic,160.59,412.34,61.05,87.43,31.18
87,461,659,Reinforcement Learning,355.71,588.63,39.57,66.11,5.3
5,146,378,FCFS,295.24,499.14,40.85,97.56,29.2
14,1756,809,Reinforcement Learning,139.5,247.38,43.61,91.84,125.43
40,1227,769,QoS Aware Heuristic,371.02,486.65,23.76,70.17,30.68
77,1768,922,FCFS,325.14,556.16,41.54,83.2,22.96
50,1315,618,FCFS,445.23,695.88,36.02,75.06,26.3
36,1377,347,FCFS,343.67,422.7,18.7,86.42,38.25
36,1358,467,Bin Packing,329.58,426.4,22.71,99.75,37.72
10,1100,843,QoS Aware Heuristic,276.3,496.42,44.34,61.83,110.0
52,1475,717,Bin Packing,285.11,432.36,34.06,98.1,28.37
42,1433,197,FCFS,481.75,672.57,28.37,62.9,34.12
21,1133,367,Bin Packing,155.38,359.08,56.73,78.43,53.95
78,251,159,Reinforcement Learning,278.49,522.54,46.7,79.28,3.22
31,811,599,Bin Packing,362.33,613.76,40.97,70.75,26.16
58,923,407,Round Robin,273.2,393.22,30.52,82.67,15.91
54,630,592,FCFS,213.29,398.61,46.49,93.36,11.67
39,419,510,FCFS,214.94,295.82,27.34,71.76,10.74
89,582,239,QoS Aware Heuristic,193.46,453.96,57.38,62.82,6.54
29,1225,427,Reinforcement Learning,237.56,498.92,52.39,85.29,42.24
32,1175,563,QoS Aware Heuristic,448.67,573.55,21.77,90.07,36.72
19,948,801,Bin Packing,302.09,392.25,22.99,98.18,49.89
8,656,736,Round Robin,196.1,263.62,25.61,66.38,82.0
97,1519,262,Round Robin,253.81,447.55,43.29,96.05,15.66
77,922,159,Round Robin,142.33,215.19,33.86,79.28,11.97
31,1302,130,Round Robin,461.61,681.76,32.29,69.43,42.0
30,1198,432,Reinforcement Learning,263.28,482.81,45.47,98.51,39.93
23,819,175,Bin Packing,492.16,695.66,29.25,69.54,35.61
96,883,854,Round Robin,239.02,508.16,52.96,89.34,9.2
21,1048,416,FCFS,434.54,579.11,24.96,91.4,49.9
47,1954,869,Bin Packing,202.55,478.12,57.64,77.22,41.57
45,987,516,Reinforcement Learning,130.46,189.69,31.22,87.6,21.93
46,285,289,Round Robin,112.69,190.88,40.96,82.9,6.2
54,211,588,Reinforcement Learning,342.47,495.52,30.89,67.68,3.91
88,603,988,Round Robin,224.63,423.13,46.91,90.4,6.85
44,837,414,FCFS,277.41,335.5,17.31,97.12,19.02
43,1426,395,Bin Packing,427.46,619.32,30.98,79.55,33.16
27,1141,600,FCFS,199.24,326.09,38.9,99.77,42.26
56,1246,276,Round Robin,223.46,495.25,54.88,77.12,22.25
51,1916,899,QoS Aware Heuristic,438.13,621.45,29.5,79.19,37.57
67,1710,905,Bin Packing,297.1,494.07,39.87,86.96,25.52
73,1755,959,Reinforcement Learning,431.07,717.48,39.92,67.43,24.04
47,608,818,Round Robin,249.79,490.83,49.11,96.08,12.94
52,310,314,FCFS,259.35,418.92,38.09,92.05,5.96
38,266,955,QoS Aware Heuristic,166.86,336.08,50.35,94.9,7.0
44,1890,752,Round Robin,466.54,678.52,31.24,84.38,42.95
79,1197,696,Reinforcement Learning,458.71,558.76,17.91,95.35,15.15
65,854,793,FCFS,493.69,565.85,12.75,87.2,13.14
54,1235,431,Bin Packing,260.98,388.79,32.87,80.46,22.87
71,250,227,QoS Aware Heuristic,427.45,672.05,36.4,97.27,3.52
66,1527,368,Round Robin,265.98,380.31,30.06,77.59,23.14
62,451,650,Round Robin,281.72,364.41,22.69,80.02,7.27
37,1535,634,Round Robin,432.0,536.76,19.52,66.78,41.49
79,324,853,Round Robin,170.95,390.69,56.24,97.91,4.1
20,255,465,FCFS,188.12,391.61,51.96,68.84,12.75
86,1113,718,Bin Packing,225.89,447.97,49.57,68.06,12.94
98,1346,447,Reinforcement Learning,415.27,545.76,23.91,64.05,13.73
52,1773,241,QoS Aware Heuristic,249.06,524.27,52.49,78.13,34.1
14,916,244,Round Robin,243.27,406.21,40.11,70.94,65.43
86,142,891,Round Robin,499.53,677.96,26.32,89.63,1.65
42,1115,344,Bin Packing,253.52,540.72,53.11,72.3,26.55
23,1538,541,Bin Packing,199.11,493.93,59.69,88.83,66.87
40,428,802,FCFS,349.29,564.68,38.14,67.84,10.7
63,1180,389,FCFS,420.75,706.95,40.48,69.2,18.73
67,1401,790,FCFS,127.84,313.22,59.19,92.25,20.91
81,114,211,QoS Aware Heuristic,347.56,474.38,26.73,74.84,1.41
50,414,313,FCFS,114.29,243.06,52.98,64.47,8.28
7,870,749,Round Robin,310.53,500.27,37.93,98.46,124.29
78,1557,985,FCFS,202.8,404.06,49.81,67.1,19.96
69,1720,299,QoS Aware Heuristic,222.66,382.56,41.8,66.01,24.93
95,1974,504,FCFS,286.84,557.78,48.57,74.34,20.78
12,1097,520,FCFS,470.84,627.51,24.97,63.83,91.42
55,589,106,Round Robin,384.27,502.63,23.55,66.22,10.71
85,1135,957,Round Robin,474.74,526.74,9.87,93.86,13.35
77,540,624,Round Robin,363.99,656.63,44.57,66.86,7.01
10,1346,691,FCFS,102.84,358.92,71.35,64.46,134.6
93,278,385,Round Robin,206.23,410.12,49.71,95.2,2.99
43,1093,770,Bin Packing,462.31,719.95,35.79,77.75,25.42
64,52,488,Reinforcement Learning,357.38,609.95,41.41,66.29,0.81
32,1494,515,Reinforcement Learning,492.66,775.62,36.48,83.26,46.69
58,1803,883,Round Robin,162.39,308.91,47.43,61.66,31.09
41,960,812,QoS Aware Heuristic,218.7,407.41,46.32,77.1,23.41
13,356,249,Round Robin,244.95,319.61,23.36,83.61,27.38
86,481,527,Round Robin,230.62,521.95,55.82,98.28,5.59
60,185,907,FCFS,200.8,497.08,59.6,73.06,3.08
63,1982,392,QoS Aware Heuristic,277.39,524.66,47.13,90.6,31.46
89,564,433,Round Robin,356.92,520.45,31.42,65.31,6.34
6,242,371,Bin Packing,224.5,398.64,43.68,77.34,40.33
65,1658,142,Reinforcement Learning,131.88,290.72,54.64,68.93,25.51
62,1488,567,Bin Packing,383.41,506.74,24.34,79.7,24.0
64,922,418,Bin Packing,283.61,465.56,39.08,76.69,14.41
44,1191,591,Bin Packing,322.59,385.95,16.42,99.19,27.07
40,715,626,QoS Aware Heuristic,282.16,580.13,51.36,96.7,17.88
41,258,859,QoS Aware Heuristic,456.14,612.15,25.49,83.29,6.29
83,1001,271,QoS Aware Heuristic,323.5,605.34,46.56,67.06,12.06
96,1107,829,Reinforcement Learning,469.31,700.38,32.99,82.28,11.53
22,698,748,FCFS,304.23,426.72,28.71,91.68,31.73
67,1391,420,Round Robin,217.04,322.55,32.71,61.52,20.76
26,169,838,Round Robin,242.18,541.1,55.24,77.36,6.5
15,676,143,FCFS,308.85,551.88,44.04,61.71,45.07
62,574,631,Round Robin,312.0,424.42,26.49,69.76,9.26
61,1654,730,Bin Packing,374.94,441.8,15.13,63.68,27.11
81,1918,553,Reinforcement Learning,189.8,414.03,54.16,98.42,23.68
8,818,845,Round Robin,363.54,489.29,25.7,66.75,102.25
90,1162,979,Reinforcement Learning,411.44,516.77,20.38,66.0,12.91
11,561,990,FCFS,370.64,604.37,38.67,98.88,51.0
65,96,947,Round Robin,292.73,512.55,42.89,80.64,1.48
58,821,967,Reinforcement Learning,496.67,667.02,25.54,90.32,14.16
92,789,873,Bin Packing,261.93,547.59,52.17,73.09,8.58
72,1765,182,Bin Packing,142.64,362.55,60.66,81.31,24.51
96,571,642,FCFS,428.6,701.95,38.94,60.27,5.95
83,1357,421,QoS Aware Heuristic,184.88,282.52,34.56,76.35,16.35
5,1450,885,Round Robin,385.31,509.47,24.37,82.2,290.0
59,1711,333,Bin Packing,171.59,247.72,30.73,80.58,29.0
7,183,639,Bin Packing,106.75,232.89,54.16,76.23,26.14
82,1740,351,FCFS,163.92,456.86,64.12,91.52,21.22
42,297,935,Bin Packing,250.8,541.51,53.69,80.07,7.07
5,1725,864,Round Robin,142.65,382.75,62.73,85.44,345.0
42,1391,548,FCFS,179.07,359.33,50.17,67.38,33.12
89,485,338,Reinforcement Learning,405.85,651.04,37.66,94.46,5.45
33,1249,589,FCFS,407.95,596.32,31.59,74.51,37.85
9,1908,981,Round Robin,427.0,477.88,10.65,79.28,212.0
78,735,563,Round Robin,436.46,611.85,28.67,74.09,9.42
96,635,413,Reinforcement Learning,268.17,467.9,42.69,95.68,6.61
25,400,274,FCFS,447.02,563.46,20.67,96.03,16.0
75,192,805,Round Robin,310.37,411.19,24.52,68.97,2.56
71,1016,279,Round Robin,288.24,406.69,29.13,90.11,14.31
51,853,484,Reinforcement Learning,387.41,593.32,34.7,64.12,16.73
88,1471,394,QoS Aware Heuristic,185.53,272.05,31.8,61.19,16.72
87,1697,314,FCFS,415.8,645.88,35.62,93.46,19.51
39,767,814,Round Robin,271.79,427.46,36.42,65.25,19.67
72,692,861,Bin Packing,150.92,289.26,47.83,66.19,9.61
73,1442,973,Reinforcement Learning,147.72,399.53,63.03,84.26,19.75
5,550,868,QoS Aware Heuristic,165.96,342.48,51.54,92.67,110.0
72,1695,174,QoS Aware Heuristic,456.23,600.83,24.07,67.58,23.54
16,419,443,Reinforcement Learning,496.38,765.92,35.19,64.57,26.19
64,1652,813,QoS Aware Heuristic,242.79,384.85,36.91,63.09,25.81
31,1455,241,Round Robin,216.86,481.61,54.97,60.99,46.94
60,1159,817,QoS Aware Heuristic,187.51,363.56,48.42,64.66,19.32
27,836,298,FCFS,429.53,531.53,19.19,97.71,30.96
29,788,270,Bin Packing,183.68,386.88,52.52,63.81,27.17
25,1533,505,Round Robin,469.64,590.97,20.53,83.9,61.32
65,999,927,Reinforcement Learning,366.94,453.73,19.13,96.84,15.37
67,1398,327,Bin Packing,458.85,530.48,13.5,85.11,20.87
56,571,510,Round Robin,321.6,432.02,25.56,61.31,10.2
92,538,997,Bin Packing,376.27,610.41,38.36,83.86,5.85
29,446,790,QoS Aware Heuristic,347.78,607.28,42.73,96.12,15.38
59,945,977,Reinforcement Learning,432.48,697.91,38.03,72.9,16.02
50,404,886,Reinforcement Learning,434.34,551.88,21.3,72.55,8.08
36,996,161,FCFS,335.92,551.16,39.05,69.95,27.67
59,337,426,QoS Aware Heuristic,353.0,460.59,23.36,80.22,5.71
9,1532,815,FCFS,468.75,674.44,30.5,69.52,170.22
40,1697,978,FCFS,471.95,743.75,36.54,88.95,42.42
53,1047,232,QoS Aware Heuristic,365.7,425.92,14.14,85.79,19.75
62,585,683,Round Robin,103.1,399.41,74.19,76.03,9.44
43,1364,689,FCFS,141.76,398.53,64.43,88.9,31.72
84,900,288,Bin Packing,443.18,683.6,35.17,63.94,10.71
89,887,455,Round Robin,133.89,356.73,62.47,89.98,9.97
65,217,170,QoS Aware Heuristic,185.41,427.98,56.68,84.12,3.34
13,999,362,Reinforcement Learning,192.22,490.87,60.84,85.2,76.85
10,670,405,Round Robin,340.09,582.64,41.63,62.59,67.0
39,477,657,FCFS,330.65,468.55,29.43,84.73,12.23
43,1775,323,Bin Packing,215.77,419.25,48.53,79.76,41.28
26,539,427,QoS Aware Heuristic,183.04,317.27,42.31,79.43,20.73
45,404,861,Reinforcement Learning,405.81,698.33,41.89,72.87,8.98
9,245,687,Bin Packing,474.18,749.21,36.71,60.3,27.22
46,594,173,Reinforcement Learning,121.12,313.03,61.31,76.91,12.91
91,766,610,QoS Aware Heuristic,153.27,398.59,61.55,76.04,8.42
85,873,241,Round Robin,356.87,634.29,43.74,76.91,10.27
80,981,684,FCFS,421.78,532.68,20.82,84.48,12.26
91,1767,201,QoS Aware Heuristic,416.48,611.35,31.88,72.0,19.42
84,1052,705,Bin Packing,387.87,558.3,30.53,70.78,12.52
71,708,680,Round Robin,454.97,697.87,34.81,79.91,9.97
34,988,164,Reinforcement Learning,186.94,331.71,43.64,83.69,29.06
61,829,292,Round Robin,142.92,370.16,61.39,82.69,13.59
90,60,161,Round Robin,346.15,496.9,30.34,95.27,0.67
77,1655,631,Bin Packing,428.91,506.68,15.35,90.77,21.49
33,1329,340,FCFS,332.82,409.6,18.75,62.09,40.27
41,445,814,Round Robin,485.2,564.96,14.12,82.54,10.85
91,780,509,Round Robin,418.23,476.36,12.2,76.71,8.57
17,1882,399,FCFS,380.32,563.56,32.51,74.44,110.71
36,458,294,FCFS,124.1,342.08,63.72,98.32,12.72
50,411,553,Reinforcement Learning,143.1,224.78,36.34,78.27,8.22
27,1332,673,Reinforcement Learning,413.94,616.9,32.9,88.78,49.33
49,1076,718,FCFS,179.3,378.74,52.66,98.68,21.96
21,133,736,QoS Aware Heuristic,111.53,198.3,43.76,66.04,6.33
89,205,400,FCFS,464.3,615.32,24.54,62.18,2.3
70,1736,878,Reinforcement Learning,456.32,695.1,34.35,72.54,24.8
10,1249,555,Bin Packing,187.39,241.58,22.43,61.78,124.9
22,756,301,Bin Packing,412.08,498.82,17.39,64.67,34.36
98,521,773,Round Robin,119.19,418.15,71.5,99.67,5.32
26,668,955,Bin Packing,214.02,447.41,52.16,98.41,25.69
37,1497,401,Reinforcement Learning,349.47,515.5,32.21,87.65,40.46
34,183,723,Bin Packing,405.27,612.72,33.86,90.12,5.38
85,837,436,QoS Aware Heuristic,104.16,365.72,71.52,65.62,9.85
36,956,131,FCFS,230.48,491.06,53.06,83.81,26.56
46,913,197,FCFS,185.74,316.92,41.39,66.18,19.85
82,1453,858,Reinforcement Learning,499.51,672.33,25.7,75.14,17.72
14,716,872,Round Robin,368.39,577.9,36.25,73.81,51.14
40,326,290,FCFS,262.27,330.24,20.58,84.56,8.15
38,1309,640,Bin Packing,130.26,416.71,68.74,63.19,34.45
77,1825,147,QoS Aware Heuristic,339.47,497.66,31.79,64.14,23.7
32,931,349,Round Robin,356.68,499.4,28.58,84.4,29.09
15,62,325,Round Robin,426.56,703.34,39.35,85.44,4.13
82,391,371,Round Robin,215.43,295.0,26.97,73.6,4.77
43,84,764,FCFS,492.57,552.39,10.83,65.87,1.95
51,608,584,Round Robin,275.79,497.04,44.51,95.44,11.92
23,1287,427,Reinforcement Learning,218.38,364.63,40.11,62.12,55.96
19,1485,896,Bin Packing,239.38,480.5,50.18,88.7,78.16
32,454,279,QoS Aware Heuristic,307.83,374.97,17.91,65.6,14.19
28,1567,913,Bin Packing,474.68,620.62,23.52,85.49,55.96
76,707,764,Reinforcement Learning,394.06,502.89,21.64,86.55,9.3
13,208,845,Reinforcement Learning,330.84,565.74,41.52,92.17,16.0
51,1005,122,Bin Packing,165.12,271.91,39.27,75.8,19.71
37,1710,705,FCFS,159.74,324.23,50.73,60.87,46.22
66,1183,469,Reinforcement Learning,300.88,555.6,45.85,92.44,17.92
23,598,344,Round Robin,391.48,670.33,41.6,77.76,26.0
71,1862,901,QoS Aware Heuristic,400.4,631.05,36.55,93.88,26.23
78,1599,259,QoS Aware Heuristic,190.37,347.68,45.25,91.04,20.5
44,1034,472,Reinforcement Learning,140.04,333.04,57.95,79.93,23.5
51,1420,384,Round Robin,253.78,476.2,46.71,99.98,27.84
69,1817,620,Bin Packing,467.27,736.0,36.51,78.48,26.33
33,1901,549,QoS Aware Heuristic,318.15,590.29,46.1,87.86,57.61
54,1709,796,Round Robin,228.04,510.78,55.35,86.79,31.65
17,328,906,Round Robin,229.46,482.14,52.41,80.72,19.29
5,528,746,FCFS,152.83,239.53,36.2,83.41,105.6
38,160,721,Reinforcement Learning,289.29,526.2,45.02,91.94,4.21
97,1709,680,Round Robin,416.55,670.2,37.85,82.86,17.62
52,1998,235,Bin Packing,487.42,756.89,35.6,78.01,38.42
81,480,195,QoS Aware Heuristic,300.64,581.84,48.33,86.48,5.93
52,591,218,FCFS,166.89,344.18,51.51,61.42,11.37
53,1188,473,Bin Packing,373.18,586.95,36.42,64.37,22.42
68,1163,373,QoS Aware Heuristic,402.72,455.11,11.51,65.02,17.1
65,1285,969,Reinforcement Learning,128.68,321.88,60.02,77.03,19.77
33,1623,977,Bin Packing,440.06,608.36,27.66,94.87,49.18
43,1668,949,QoS Aware Heuristic,431.73,722.31,40.23,85.73,38.79
92,1612,276,FCFS,289.02,564.45,48.8,98.9,17.52
30,1802,972,QoS Aware Heuristic,324.17,573.57,43.48,61.6,60.07
21,409,848,Round Robin,385.36,449.61,14.29,88.88,19.48
75,1559,883,FCFS,370.7,521.21,28.88,72.57,20.79
17,421,376,Bin Packing,106.61,330.62,67.75,60.93,24.76
73,1288,237,Reinforcement Learning,148.97,206.39,27.82,93.04,17.64
30,1806,973,FCFS,165.04,273.99,39.76,66.51,60.2
53,1088,231,FCFS,402.27,674.15,40.33,68.56,20.53
71,1004,143,FCFS,276.03,358.48,23.0,73.62,14.14
11,308,222,QoS Aware Heuristic,318.2,381.04,16.49,91.53,28.0
62,827,235,Round Robin,409.07,604.22,32.3,84.98,13.34
53,1536,466,Reinforcement Learning,236.39,523.01,54.8,70.59,28.98
57,169,472,Reinforcement Learning,399.56,658.22,39.3,66.74,2.96
69,1025,225,Round Robin,276.92,570.61,51.47,64.38,14.86
66,962,538,QoS Aware Heuristic,250.87,489.25,48.72,65.99,14.58
21,1201,886,QoS Aware Heuristic,233.21,392.55,40.59,94.73,57.19
47,772,675,Round Robin,485.98,772.63,37.1,96.91,16.43
29,572,907,Round Robin,408.79,565.45,27.71,98.72,19.72
7,1761,843,Bin Packing,108.08,245.6,55.99,93.39,251.57
83,1718,150,QoS Aware Heuristic,482.97,645.02,25.12,95.5,20.7
33,374,236,FCFS,410.18,663.67,38.2,92.64,11.33
36,1393,257,Reinforcement Learning,159.67,439.09,63.64,98.32,38.69
30,1579,155,QoS Aware Heuristic,130.54,269.96,51.64,93.83,52.63
20,1599,692,Round Robin,223.28,388.84,42.58,78.48,79.95
29,1123,843,FCFS,349.67,624.25,43.99,72.93,38.72
58,1995,527,Bin Packing,346.62,408.38,15.12,83.37,34.4
32,1657,542,Bin Packing,210.34,456.31,53.9,84.33,51.78
77,118,425,FCFS,278.27,441.82,37.02,83.0,1.53
60,440,739,FCFS,184.76,328.89,43.82,88.27,7.33
69,432,737,Round Robin,120.23,281.96,57.36,87.96,6.26
97,65,928,Round Robin,306.79,461.46,33.52,63.49,0.67
90,1512,179,Reinforcement Learning,238.8,477.95,50.04,71.42,16.8
84,895,573,Reinforcement Learning,317.15,599.14,47.07,95.59,10.65
45,918,476,Bin Packing,478.6,651.46,26.53,83.6,20.4
55,617,968,FCFS,157.35,415.53,62.13,73.14,11.22
75,1690,432,Bin Packing,100.78,333.77,69.81,94.02,22.53
82,181,274,Round Robin,130.75,263.42,50.36,69.96,2.21
33,1633,756,QoS Aware Heuristic,285.08,481.91,40.84,76.37,49.48
87,1321,540,Round Robin,382.77,599.47,36.15,71.05,15.18
23,322,225,QoS Aware Heuristic,332.31,388.18,14.39,94.85,14.0
70,1696,793,FCFS,297.96,446.95,33.33,89.13,24.23
45,1911,318,FCFS,241.59,539.75,55.24,78.41,42.47
49,1921,377,FCFS,223.99,433.3,48.31,97.29,39.2
19,1422,584,Reinforcement Learning,250.51,384.07,34.77,97.1,74.84
7,533,694,Reinforcement Learning,344.65,457.16,24.61,88.46,76.14
15,599,240,QoS Aware Heuristic,167.1,269.47,37.99,95.68,39.93
57,406,945,Bin Packing,408.54,558.95,26.91,88.78,7.12
50,1825,706,Bin Packing,330.1,428.42,22.95,85.13,36.5
34,1391,976,QoS Aware Heuristic,207.66,291.46,28.75,76.83,40.91
61,1706,805,Reinforcement Learning,300.46,441.48,31.94,70.94,27.97
22,1121,209,Round Robin,485.11,686.86,29.37,62.41,50.95
55,1083,151,QoS Aware Heuristic,108.2,194.8,44.46,92.03,19.69
52,282,714,Bin Packing,179.81,240.9,25.36,64.89,5.42
70,85,712,QoS Aware Heuristic,279.35,338.01,17.35,76.41,1.21
12,462,753,QoS Aware Heuristic,355.38,472.23,24.74,69.39,38.5
26,1535,812,FCFS,184.89,282.42,34.53,78.19,59.04
10,1077,418,Reinforcement Learning,472.56,657.37,28.11,72.6,107.7
